question,example_answer,gold_titles,rationale,pred_answer,context,correct
"Which band is new, Before Their Eyes or Matthew Good Band?",Before Their Eyes,"{'Matthew Good Band', 'Before Their Eyes'}","determine which band is newer. The context provides information about the Matthew Good Band, stating that they were formed in 1995 and became successful in the late 1990s and early 2000s. In contrast, the context mentions that Before Their Eyes is an American post-hardcore band from Findlay, Ohio, but does not provide a specific formation date. However, it does mention that their second album, ""The Dawn of My Death,"" was released on October 28, 2008, and their third album, ""Untouchable,"" was released on March 16, 2010. Given that the Matthew Good Band was formed in 1995, it is clear that Before Their Eyes, which emerged later, is the newer band.",Before Their Eyes,"['""Matthew Good Band"" | ""Matthew Good Band Matthew Good Band was a Canadian alternative rock band formed in British Columbia in 1995. The band consisted of singer-songwriter and guitarist Matthew Good, guitarist and keyboardist Dave Genn, drummer Ian Browne and bassist Geoff Lloyd. Lloyd was replaced by Rich Priske in 1998. They became one of the most successful rock bands in Canada during the late 1990s and early 2000s, being nominated for 14 Juno Awards and winning the awards for """"Best Group"""" and """"Best Rock Album"""" (""""Beautiful Midnight"""") in 2000. The band broke up after the release of their 2001 album, """"The Audio of""', '""Matthew Good Band"" | ""Being"""". After beginning his music career as a folk musician, Matthew Good formed a three-piece rock band in 1995 composed of himself, drummer Ian Browne and bassist Geoff Lloyd. Dave Genn originally only recorded with the band as a paid session musician. The four recorded the band\'s debut album, """"Last of the Ghetto Astronauts"""". The band released the album independently in 1995, after which Genn officially joined the band. The band was not originally called """"Matthew Good Band"""". In fact, the first 5000 copies of """"Last of the Ghetto Astronauts"""" were just titled """"MGB"""". After the album was released, """"Alabama""', '""Before Their Eyes"" | ""recent album, """"Midwest Modesty"""" was released later in 2015. It made it on to Billboard\'s Heatseakers Albums ranked at 7th to start off the new year in 2016 Before Their Eyes Before Their Eyes is an American post-hardcore band from Findlay, Ohio. The band is currently signed to InVogue Records. The band was Founded by vocalist Nick Moore, and the name of the band was taken from the New Testament verse Romans 3:18: """"There is no fear of God before their eyes."""" Their second album, """"The Dawn of My Death"""", was released October 28, 2008. The album reached No. 9""', '""Before Their Eyes"" | ""Before Their Eyes Before Their Eyes is an American post-hardcore band from Findlay, Ohio. The band is currently signed to InVogue Records. The band was Founded by vocalist Nick Moore, and the name of the band was taken from the New Testament verse Romans 3:18: """"There is no fear of God before their eyes."""" Their second album, """"The Dawn of My Death"""", was released October 28, 2008. The album reached No. 9 on the Billboard Heatseekers chart. Their third album, """"Untouchable"""", was released March 16, 2010. The album reached No. 22 on the Billboard Heatseekers Chart. After this album, guitarist""']",1.0
What do Léonce Perret and Larry Cohen have in common in the film industry?,"producer, director","{'Larry Cohen', 'Léonce Perret'}","determine what Léonce Perret and Larry Cohen have in common in the film industry. First, we need to analyze the context provided for both individuals. 

Léonce Perret is noted for his extensive contributions to the film industry, having written, acted in, directed, or produced more than 400 films. This indicates a significant level of involvement in various aspects of filmmaking, particularly during the early years of cinema.

On the other hand, while the context for Larry Cohen is not fully provided, it is known that he is a filmmaker recognized for his work in writing and directing films, particularly in the horror genre. 

Both Léonce Perret and Larry Cohen share a commonality in that they are both filmmakers who have made substantial contributions to the film industry through their creative works. They have both engaged in multiple roles within the filmmaking process, showcasing their versatility and impact on cinema.

Therefore, we can conclude that what Léonce Perret and Larry Cohen have in common in the film industry is their extensive involvement in filmmaking, encompassing various roles such as writing, directing, and producing films.",Both are filmmakers who have made substantial contributions to the film industry.,"['""Léonce Perret"" | ""the burgeoning film industry. Perret decided to give up working in the United States for good at the end of summer 1921. His passion for the renewal of French cinematography was evident in this statement: """"The artistic, economic, scientific and social ambitions of the film industry are so strong that its potential is limitless. It should be one of our most important domestic industries. But to get French film back on top, a place it never should have lost, and to assure its global expansion, the domestic film industry has to have a global vision in its subject matter, artisanship""', '""Léonce Perret"" | ""Perret believed that """"the cinema has won the freedom to go where it chooses throughout the world and has become a universal medium that facilitates open artistic and commercial exchanges."""" He arrived in the United States in February 1917, just a few weeks before the U.S. joined the Allied forces in World War I. He settled in Richmond, Virginia, a region that was at the time developing a filmmaking industry in competition with Hollywood. A favorable contract was signed with the World Film Company, an independent production company founded by Jules Brulatour and Lewis J. Selznick. This was a sizable""', '""Léonce Perret"" | ""exhibition. The films were selected by Martine Offroy, who was the curator of Gaumont Film Company. The Gaumont Film Company and the Cinémathèque française contributed in the restoration of the films, in collaboration with the Centre National de la Cinématographie and the Ministry of Culture. A definitive filmography for Léonce Perret would be virtually impossible given that he wrote, acted in, directed or produced more than 400 films. Of those more than 400 films, only roughly one third are still available today. The remaining copies are stored mostly at the Gaumont Film Library, the French Film Library, the National Cinematography""', '""Larry Cohen"" | ""Herrmann, famous for his contributions to many Alfred Hitchcock films, including """"Psycho"""", """"North by Northwest"""", and """"Vertigo"""". In fact, the welling strings, horn arrangements and harp glissandos throughout the film portend the soundtrack to Herrmann\'s final film score two years later for """"Taxi Driver"""". The cast includes John P. Ryan, Sharon Farrell, James Dixon, and Andrew Duggan. """"It Lives Again"""" (1978) picks up where the first one ended. More mutated babies are appearing around the country. Frank has now joined a renegade mob who are attempting to stop the government from killing these strange mutations. The emphasis in """"It Lives""']",0.0
"The actor who played Chino Ho Kelly on the T.V. series ""Hawaii Five-O"" Starred along side his son that played which character?",Sgt. Duke Lukela,"{'Kam Fong Chun', 'Dennis Chun'}","determine the character played by Kam Fong Chun's son in the ""Hawaii Five-O"" series. The context mentions that Kam Fong Chun is best known for his role as Chin Ho Kelly, a police detective on the show. It also states that his son, Dennis Chun, had a recurring role in the 2010 reboot of ""Hawaii Five-O"" as HPD Sgt. Duke Lukela. Therefore, the character played by Kam Fong Chun's son is HPD Sgt. Duke Lukela.",HPD Sgt. Duke Lukela,"['""Kam Fong Chun"" | ""hundreds, Cannell screened the pilot. His son Dennis Chun had a recurring role in the 2010 reboot as HPD Sgt. Duke Lukela. Beginning with the 8th season he was promoted to a series regular. Kam Fong Chun died on October 18, 2002, at the age of 84. Kam Fong Chun Kam Fong Chun (May 27, 1918 – October 18, 2002), born Kam Tong Chun, was an American police officer and actor, best known for his role as Chin Ho Kelly, a police detective on the CBS television network series """"Hawaii Five-O"""". Kam Fong Chun was born in the Kalihi neighborhood""', '""Kam Fong Chun"" | ""Kam Fong Chun Kam Fong Chun (May 27, 1918 – October 18, 2002), born Kam Tong Chun, was an American police officer and actor, best known for his role as Chin Ho Kelly, a police detective on the CBS television network series """"Hawaii Five-O"""". Kam Fong Chun was born in the Kalihi neighborhood of Honolulu, Hawaii. A 1938 graduate of President William McKinley High School, he worked at Pearl Harbor shipyard in his 20s as a boiler maker and was a witness to the attack by the Japanese on December 7, 1941. After the death of his first wife and""', '""Hawaii Five-O (1968 TV series)"" | ""to expose a protection ring in Chinatown in the last episode of season 10. New characters Jim \'Kimo\' Carew (William Smith), Lori Wilson (Sharon Farrell), and Truck (Moe Keale) were introduced in season 12 alongside returning regular character Duke Lukela. Most episodes of """"Hawaii Five-O"""" ended with the arrest of criminals and McGarrett snapping, """"Book \'em."""" The offense occasionally was added after this phrase, for example, """"Book \'em, murder one."""" In many episodes, this was directed to Danny Williams and became McGarrett\'s catchphrase: """"Book \'em, Danno."""" In many episodes (including the pilot), McGarrett is drawn into the world of international""', '""Herman Wedemeyer"" | ""sergeant, but he later joined the Five-O squad as a detective. Herman Wedemeyer Herman John Wedemeyer (May 20, 1924 – January 25, 1999) was an American actor, football player, and politician. He is best known for portraying Sergeant/Detective """"Duke"""" Lukela on the crime drama """"Hawaii Five-O"""" (1972–1980). He also appeared on the first episode of """"Hawaii Five-O"""" as Lt. Balta of Honolulu Police Department. Wedemeyer attended St. Louis School in Honolulu and was a standout in both football and baseball. Wedemeyer, a halfback, played college football for the St. Mary\'s College Galloping Gaels in Moraga, CA. In 1945, he finished""']",0.8571428571428571
What teams did a Mount Olive native NFL quarterback play for?,Houston/Tennessee Oilers – Tennessee Titans and also played for the Baltimore Ravens,"{'Steve McNair', 'Mount Olive, Mississippi'}","determine the NFL teams that a Mount Olive native quarterback played for. The context mentions Steve McNair, who is identified as a quarterback and a native of Mount Olive, Mississippi. It states that he spent most of his career with the Houston/Tennessee Oilers/Titans and also played for the Baltimore Ravens. Therefore, the teams that Steve McNair played for are the Houston Oilers/Tennessee Titans and the Baltimore Ravens.",Houston Oilers/Tennessee Titans and Baltimore Ravens,"['""Lee Rouson"" | ""girls. Son Jas Lee Rouson was a running back for Towson University. in September 2013, Rouson started working in Mount Olive Township School District at Mount Olive High School. Lee Rouson Cecil Lee Rouson (born October 18, 1962) is a former professional American football running back. He played a total of seven seasons for the NFL\'s New York Giants and Cleveland Browns. He was selected as the NFL Special Teams Player of the Year in 1986. Rouson was born in Elizabeth City, North Carolina. His family later moved to Greensboro, North Carolina where he attended Page High School and was""', '""Mount Olive, Mississippi"" | ""Mount Olive, Mississippi Mount Olive is a town in Covington County, Mississippi, United States. The population was 982 at the 2010 census. It was the hometown of former NFL quarterback Steve McNair. Mount Olive is also the hometown of 2015 Miss Mississippi Hannah Roberts Badon and 2010 Miss Mississippi Breanne Ponder. Mount Olive is located in northwestern Covington County at (31.756729, -89.653648). U.S. Route 49, a four-lane divided highway, follows the western border of the town and leads northwest to Jackson, the state capital, and southeast to Hattiesburg. Mississippi Highway 35 passes through the southern end of town and leads""', '""Steve McNair"" | ""Steve McNair Stephen LaTreal McNair (February 14, 1973 – July 4, 2009), nicknamed Air McNair, was an American football quarterback in the National Football League (NFL). He spent most of his career with the Houston / Tennessee Oilers / Titans and also played for the Baltimore Ravens. McNair played college football at Alcorn State in Lorman, Mississippi, where he won the 1994 Walter Payton Award as the top player in NCAA Division I-AA. He was drafted third overall by the NFL\'s Houston Oilers in 1995, becoming the team\'s regular starting quarterback in 1997, their first season in Tennessee (though he""', '""Steve McNair"" | ""started six games over the prior two seasons in Houston), and remained the starting quarterback for the Titans through 2005. After the 2005 season, McNair was traded to the Baltimore Ravens, with whom he played for two seasons before retiring after thirteen NFL seasons. McNair led the Titans to the playoffs four times, and the Ravens once, and played in Super Bowl XXXIV with the Titans. McNair was selected to the Pro Bowl three times, and was an All-Pro and Co-MVP in 2003, all as a Titan. On July 4, 2009, McNair was fatally shot by his mistress, Sahel Kazemi,""']",0.4705882352941177
"Who was born on May 20, 1968 and portrays Givens on Justified?",Timothy Olyphant,"{'Justified (season 1)', 'Timothy Olyphant'}","determine the answer to the question. The question asks for the actor who was born on May 20, 1968, and portrays Givens on the show ""Justified."" 

From the context provided, we see that Michael Rapaport is mentioned as an actor who appeared in ""Justified."" However, we need to verify his birth date. The context states that Michael Rapaport was born on March 20, 1970, which does not match the date in the question.

Next, we need to check if there is any other actor mentioned in the context who fits the criteria. The context does not provide any other actors' birth dates or mention anyone else portraying Givens. 

Since the context does not provide the correct information regarding the birth date of the actor portraying Givens, we cannot definitively answer the question based on the provided context. 

Therefore, we conclude that the information needed to answer the question is not present in the context.",The information is not available in the context.,"['""Solomon B Taiwo"" | ""Solomon B Taiwo Solomon Bolaji Taiwo (Born 10 February 1986) is a British actor known for his role as Staff Sergeant Austin Gray in Minds at War. Taiwo was raised in bow London,England, to British Nigerian Parents Flouke Taiwo who is a Mental Health Nurse and Bankole Taiwo who works for the London Underground He attended Langdon Park School in Poplar and Studied A levels at Tower Hamlets College. In January 2008, Justified was cast to play JohnnyCasino in his schools musical adaption of the play Grease. Friday 22 May 2015, he had appeared on the Wright Stuff on channel""', '""Michael Rapaport"" | ""Michael Rapaport Michael David Rapaport (born March 20, 1970) is an American actor and comedian. He has appeared in over sixty films since the early 1990s, and starred on the sitcom """"The War at Home"""". He also appeared in """"Boston Public"""", """"Friends"""", """"Prison Break"""", """"Justified"""", and """"Atypical"""". Some of his notable film roles include """"True Romance"""" (1993), """"Higher Learning"""" (1995), """"Metro"""" (1997), """"Cop Land"""" (1997), """"Deep Blue Sea"""" (1999), """"The 6th Day"""" (2000), """"Dr. Dolittle 2"""" (2001), """"Big Fan"""" (2009), and """"The Heat"""" (2013). He also directed the documentary """""""" (2011). Rapaport was born in New York City, the son""', '""Kevin Heffernan (actor)"" | ""Kevin Heffernan (actor) Kevin Heffernan (born May 25, 1968) is an American actor, writer, producer, and director, and member of the Broken Lizard comedy group. Heffernan was born in West Haven, Connecticut. His mother, Cathe Jane (née Eibey), is the West Haven treasurer, and his father, Eugene Michael Heffernan, worked as a probate judge. His paternal grandfather, William J. Heffernan, was mayor of West Haven. Heffernan is a graduate of Fairfield College Preparatory School and later Colgate University, the latter where he was a part of comedy group Charred Goosebeak with the other Lizards, and a member of the Beta""']",0.0
Ronnie Dunn and Jenna Sanz-Agero were both formerly part of bands in which they each acted in what role?,singer,"{'Jenna Sanz-Agero', 'Ronnie Dunn'}","determine the roles that Ronnie Dunn and Jenna Sanz-Agero held in their respective bands. From the context, we know that Ronnie Dunn is a country music singer-songwriter and was part of the duo Brooks & Dunn, where he served as a lead vocalist. On the other hand, Jenna Sanz-Agero is identified as the former lead singer of the female rock group Vixen. Therefore, both Ronnie Dunn and Jenna Sanz-Agero acted as lead vocalists in their bands.",lead vocalist,"['""Jenna Sanz-Agero"" | ""2011) with Kimberly """"Momma"""" Reiner. Vixen Jenna Sanz-Agero Jenna Sanz-Agero is the former lead singer of the female rock group Vixen, and a former president of Media 8. She lives and works in Los Angeles, California and serves as Executive Vice President of Business Affairs and Operations for The H Collective, a motion picture company. Before joining Media 8 in 2003, Sanz-Agero was a founding partner in the law firm Business Affairs, Inc., which provided business and legal affairs services related to the development, production, finance, and distribution of television and film projects. She previously served as Vice President of""', '""Jenna Sanz-Agero"" | ""Jenna Sanz-Agero Jenna Sanz-Agero is the former lead singer of the female rock group Vixen, and a former president of Media 8. She lives and works in Los Angeles, California and serves as Executive Vice President of Business Affairs and Operations for The H Collective, a motion picture company. Before joining Media 8 in 2003, Sanz-Agero was a founding partner in the law firm Business Affairs, Inc., which provided business and legal affairs services related to the development, production, finance, and distribution of television and film projects. She previously served as Vice President of Business and Legal Affairs for MDP""', '""Ronnie Dunn"" | ""Ronnie Dunn Ronnie Gene Dunn (born June 1, 1953) is an American country music singer-songwriter and record executive. In 2011, Dunn began working as a solo artist following the breakup of Brooks & Dunn. He released his self-titled debut album for Arista Nashville on June 7, 2011, reaching the Top 10 with its lead-off single """"Bleed Red"""". In 2013, after leaving Arista Nashville in 2012, Dunn founded Little Will-E Records. On April 8, 2014, Ronnie Dunn released his second solo album, """"Peace, Love, and Country Music"""" through his own Little Will-E Records. On November 11, 2016, he released his third""', '""Honky Tonk Stomp"" | ""Honky Tonk Stomp """"Honky Tonk Stomp"""" is a song recorded by American country music duo Brooks & Dunn. It was written by duo member Ronnie Dunn along with Terry McBride and Bobby Pinson. It is the 50th overall single for the duo, the second and final single from their greatest hits package """"#1s… and Then Some"""". The song features Billy Gibbons, lead singer of the band ZZ Top. The music video was voted in 47 on GAC\'s Top 50 Videos of the Year list. The song is an up-tempo backed by electric guitar, with Dunn singing about being out in""']",0.0
"Air, an album by Cecil Taylor, features which performer born in Idabel, Oklahoma?",Sunny Murray,"{'Sunny Murray', 'Air (Cecil Taylor album)'}","identify the performer featured on the album ""Air"" by Cecil Taylor. The context mentions that Sunny Murray was one of the pioneers of free jazz drumming and that he was born in Idabel, Oklahoma. Additionally, it states that he performed with Cecil Taylor, which indicates his involvement in the album. Therefore, the performer featured on ""Air"" who was born in Idabel, Oklahoma, is Sunny Murray.",Sunny Murray,"['""Sunny Murray"" | ""Sunny Murray James Marcellus Arthur """"Sunny"""" Murray (September 21, 1936 – December 7, 2017) was one of the pioneers of the free jazz style of drumming. Murray was born in Idabel, Oklahoma and spent his youth in Philadelphia before moving to New York City where he began playing with Cecil Taylor: """"We played for about a year, just practicing, studying — we went to workshops with Varèse, did a lot of creative things, just experimenting, without a job"""" He was featured on the influential 1962 concerts in Denmark released as """"Nefertiti the Beautiful One Has Come"""". Murray was among the""', '""Air (Cecil Taylor album)"" | ""Air (Cecil Taylor album) Air is an album by Cecil Taylor recorded for the Candid label in October 1960. The album features performances by Taylor with Archie Shepp, Buell Neidlinger, Denis Charles and Sunny Murray on alternate takes of material released on """"The World of Cecil Taylor"""" (1960). The Allmusic review by Brian Olewnick states """"One can only imagine what the reaction of the average jazz fan was in 1960 when this session was recorded. This is a wonderful document from early in Taylor\'s career, when he was midway between modernist approaches to standard material and his own radical experiments""', '""Air (Cecil Taylor album)"" | ""that would come to full fruition a few years hence... A classic recording that belongs in anyone\'s collection"""". Air (Cecil Taylor album) Air is an album by Cecil Taylor recorded for the Candid label in October 1960. The album features performances by Taylor with Archie Shepp, Buell Neidlinger, Denis Charles and Sunny Murray on alternate takes of material released on """"The World of Cecil Taylor"""" (1960). The Allmusic review by Brian Olewnick states """"One can only imagine what the reaction of the average jazz fan was in 1960 when this session was recorded. This is a wonderful document from early""']",1.0
What is the formal name of the party George Perry Mahoney was a candidate for?,The States' Rights Democratic Party,"{'George P. Mahoney', 'Dixiecrat'}","determine the formal name of the party for which George Perry Mahoney was a candidate. The context mentions that Mahoney was a segregationist Dixiecrat and a perennial candidate. It also states that he was the Democratic nominee for Governor of Maryland in 1966. However, the term ""Dixiecrat"" refers to a specific faction that broke away from the Democratic Party. Therefore, the formal name of the party that Mahoney was associated with during his candidacy is the ""Democratic Party,"" but he also ran as a candidate for the ""Dixiecrat"" faction. Given the context, the most appropriate answer would be the ""Democratic Party.""",Democratic Party,"['""George P. Mahoney"" | ""George P. Mahoney George Perry Mahoney (December 16, 1901 – March 18, 1989) was an Irish American Catholic building contractor and Democratic Party politician from the State of Maryland. A segregationist Dixiecrat and perennial candidate, Mahoney is perhaps most famous as the Democratic nominee for Governor of Maryland in 1966 in which he used the campaign slogan, """"Your home is your castle; protect it."""" Mahoney was born in Baltimore, the son of William D. Mahoney and Matilda """"Cook"""" Mahoney. He married Abigail Catherine O\'Donnell (died in 1963) on November 24, 1927, and later Ann Matilda Fagg. He worked as an""', '""George P. Mahoney"" | ""his segregationist American Independent Party. Democrat Daniel Brewster, who had been elected in 1962 to succeed the retiring Butler, was defeated by his former college roommate, liberal Republican Charles Mathias. Brewster, who supported the war policies of the Johnson administration, lost by 47.8% to 39.1%, with Mahoney taking 13.1%. Mahoney returned to the Democratic Party to run for the Senate again in 1970. He ran in the primary against Senator Joseph Tydings, who had defeated Beall in 1964. Tydings\' faced criticism from the right and the left: from the right for his sponsorship of the Firearms Registration and Licensing Act,""', 'Dixiecrat | ""Dixiecrat The States\' Rights Democratic Party (usually called the Dixiecrats) was a short-lived segregationist political party in the United States. It originated in 1948 as a breakaway faction of the Democratic Party determined to protect states\' rights to legislate racial segregation from what its members regarded as an oppressive federal government. Supporters assumed control of the state Democratic parties in part or in full in several Southern states. The Party opposed racial integration and wanted to retain Jim Crow laws and white supremacy in the face of possible federal intervention. Its members were referred to as """"Dixiecrats"""", a portmanteau of""', 'Dixiecrat | ""Democratic voting bloc for local, state, and federal Congressional elections, but increasingly not in presidential elections. Dixiecrat The States\' Rights Democratic Party (usually called the Dixiecrats) was a short-lived segregationist political party in the United States. It originated in 1948 as a breakaway faction of the Democratic Party determined to protect states\' rights to legislate racial segregation from what its members regarded as an oppressive federal government. Supporters assumed control of the state Democratic parties in part or in full in several Southern states. The Party opposed racial integration and wanted to retain Jim Crow laws and white supremacy in""']",0.6666666666666666
What sport is represented by Zuffa founded in 2001 by Frank Fertitta III and Lorenzo Fertitta?,mixed martial arts,"{'Zuffa', 'Frank Fertitta III'}","determine the sport represented by Zuffa. The context clearly states that Zuffa, LLC is an American sports promotion company specializing in mixed martial arts (MMA). Therefore, the sport represented by Zuffa is mixed martial arts.",mixed martial arts,"['Zuffa | ""Zuffa Zuffa, LLC () is an American sports promotion company specializing in mixed martial arts. It was founded in January 2001 in Las Vegas, Nevada, by Station Casinos executives Frank Fertitta III and Lorenzo Fertitta to be the parent entity of the Ultimate Fighting Championship (UFC) after they purchased it from the Semaphore Entertainment Group. The word """"Zuffa"""" is an Italian word (), meaning """"fight"""". On July 11, 2016, Zuffa announced that it would be purchased by WME-IMG for the price of $4.025 billion. Throughout the existence of the International Fight League (IFL) between 2006 and 2008, both Zuffa and""', 'Zuffa | ""of the major promotional figures. Making some to question if this is related to underwhelming business expectations for the UFC. Other rumors that have floated around since the change of ownership of the UFC, consist of Bob Arum claiming members of the UFC expressing an interest in purchasing either Top Rank Promotions or at least its video library for $100 million. Zuffa Zuffa, LLC () is an American sports promotion company specializing in mixed martial arts. It was founded in January 2001 in Las Vegas, Nevada, by Station Casinos executives Frank Fertitta III and Lorenzo Fertitta to be the parent""', '""Mixed martial arts"" | ""(World Vale Tudo Championship (WVC), VTJ, IVC, UVF etc.). Interest in mixed martial arts as a sport resulted in the creation of the Pride Fighting Championships (Pride) in 1997, where again Rickson participated and won. The sport reached a new peak of popularity in North America in December 2006: a rematch between then UFC light heavyweight champion Chuck Liddell and former champion Tito Ortiz, rivaled the PPV sales of some of the biggest boxing events of all time, and helped the UFC\'s 2006 PPV gross surpass that of any promotion in PPV history. In 2007, Zuffa LLC, the owners of""']",1.0
"Where is the academy, from which the Democrat State Senator from Maine's 4th district from 2004 to 2012 graduated, located?","Saco, Maine","{'Thornton Academy', 'Nancy Sullivan (politician)'}","determine the location of the academy that Justin Alfond graduated from. The context mentions that he attended Noble and Greenough School in Dedham, Massachusetts. Therefore, we can conclude that the academy from which the Democrat State Senator from Maine's 4th district graduated is located in Dedham, Massachusetts.","Dedham, Massachusetts","['""Justin Alfond"" | ""division; and also served as a trustee of the Governor Dummer Academy. He attended schools in Waterville and Dexter prior to attending Noble and Greenough School in Dedham, Massachusetts. He then attended Tulane University in New Orleans, Louisiana, and majored in business management. He was briefly a professional golfer. In 2012, Maine Citizens for Clean Elections noted in a published report that Alfond, despite funding his own campaigns through public financing, raised significant money through a leader political action committee (PAC). He raised over $192,000 for the Alfond Business, Community & Democracy PAC between its creation in 2009 and 2012.""', '""Justin Alfond"" | ""of the Maine Senate by his fellow Democrats in the Maine Senate. Upon being re-elected to his fourth term, he was chosen to be the leader of the now-minority Democrats. Alfond was the second youngest Senate President since 1880, when Joseph A. Locke held the position at 36 years old. Alfond is the son of Joan and Bill Alfond. He is the grandson of businessman Harold Alfond, the founder of the Dexter Shoe Company. He has two siblings, Kenden, and Reis. His father worked for the family business, Dexter Shoes, as the director of the company\'s golf and bowling shoe""', '""The Governor\'s Academy"" | ""The Governor\'s Academy The Governor\'s Academy (formerly Governor Dummer Academy) is a co-educational, independent boarding preparatory school for grades 9–12 located on in the village of Byfield, Massachusetts, United States (town of Newbury), north of Boston. The Academy enrolls approximately 400 students in grades nine through twelve, 70% of whom are boarders. The school was established in 1763 and is the oldest continuously operating independent boarding school in the United States. The school was founded two years after the death of William Dummer, who funded it in his will. Dummer had been lieutenant governor and acting governor of Massachusetts for""', '""The Governor\'s Academy"" | ""the competition in 4 different art disciplines: ceramics, studio art, photography and film. Governor\'s artists won 15 Gold Keys, 10 Silver Keys, and 14 Honorable Mentions, making the Academy the most winning independent school in Massachusetts. Every member of the school signs a book, located in The Little Red School House, upon arrival. This tradition dates back to the school\'s early years under the first Headmaster, Samuel Moody. After commencement, every member of the graduating class jumps over the mansion house wall. The Governor\'s Academy The Governor\'s Academy (formerly Governor Dummer Academy) is a co-educational, independent boarding preparatory school for""']",0.0
"Which of the sport analyst of The Experts Network is nicknamed  ""The Iron Man""?",Calvin Edwin Ripken Jr.,"{'Cal Ripken Jr.', 'The Experts Network'}","determine which sports analyst from The Experts Network is nicknamed ""The Iron Man."" The context mentions several notable athletes known for their endurance and streaks, including Lou Gehrig and Cal Ripken Jr. Among these, Cal Ripken Jr. is particularly famous for his record of 2,632 consecutive games played in Major League Baseball, which earned him the nickname ""The Iron Man."" Since Cal Ripken Jr. is also listed as an analyst for MLB on Turner within The Experts Network, we can conclude that he is the sports analyst referred to by that nickname.",Cal Ripken Jr.,"['""Iron man (sports streak)"" | ""pitcher Joe McGinnity, who was known for pitching in back to back doubleheaders and leading his league in innings pitched four times in five seasons from 1900 to 1904. He also played professionally until age 54. His nickname was """"Iron Man"""" although he said the name came from his off season work for his family\'s foundry business. In 1941, endurance by an athlete was recognized as an """"iron man"""" by the press when Lou Gehrig had a streak of 2,130 consecutive games end when he had asked the manager to take him out of the line up due to his""', '""Iron man (sports streak)"" | ""Iron man (sports streak) An Iron man is an athlete of unusual physical endurance. This durability is generally measured by an athlete\'s ability to play without missing a game and/or start for an extended period of time, sometimes, even for an entire career. Some of the more notable athletes with significant streaks in sports history includes baseball\'s Lou Gehrig and Cal Ripken Jr., American football\'s Brett Favre and Joe Thomas, basketball\'s A. C. Green, ice hockey\'s Doug Jarvis, and stock car racing\'s Jeff Gordon. The term """"iron man"""" as it pertains to sports longevity has origins from major league baseball""', '""The Experts Network"" | ""Sports and The Golf Channel. Howie Long is a lead analyst for NFL on FOX pre-game show. Cal Ripken Jr. is an analyst for MLB on Turner. Phil Simms is the lead analyst for the NFL on CBS, and a contributor to INSIDE THE NFL on Showtime. TXN plans to add new Experts to its already impressive line-up, as each professional sports season arrives, in order to provide a large array of content to supply the demand of sports fans everywhere. The Experts Network The Experts Network, also known as TXN and TXN Sports, is an interactive digital sports network""', '""The Experts Network"" | ""The Experts Network The Experts Network, also known as TXN and TXN Sports, is an interactive digital sports network consisting of sports analysts Cris Collinsworth, Boomer Esiason, Nick Faldo, Howie Long, Cal Ripken Jr. and Phil Simms. TXN specializes in the development of digital and original programming, repurposed content, and high-end special events. TXN formulates strategic distribution partnerships with online sports networks and serves as the online """"destination"""" sports property. The digital network launched on April 26, 2011. The presenters collaborate on digital and social media programming delivering their knowledge, opinions, and personal stories on topics in sports news and""']",0.5714285714285715
